date,BTC_Binance_funding_rate,BTC_Bybit_funding_rate,BTC_Deribit_funding_rate,BTC_OKX_funding_rate
2020-02-06,1.0876562,,,
2020-02-07,0.328354,,,
2020-02-08,0.7376212,,,
2020-02-09,0.86968915,,,
2020-02-10,1.20330645,,,
2020-02-11,0.5800069000000001,,,
2020-02-12,1.8685773499999998,,,
2020-02-13,0.9065505,,,
2020-02-14,0.70709625,,,
2020-02-15,0.8881983,,,
2020-02-16,0.5439303,,,
2020-02-17,0.7125347500000001,,,
2020-02-18,0.25762065,,,
2020-02-19,0.458586,,,
2020-02-20,0.10950000000000001,,,
2020-02-21,0.10950000000000001,,,
2020-02-22,0.11768695000000001,,,
2020-02-23,0.48903064999999996,,,
2020-02-24,0.26776764999999997,,,
2020-02-25,0.38945865,,,
2020-02-26,0.45792900000000003,,,
2020-02-27,0.13637495,,,
2020-02-28,0.16520995,,,
2020-02-29,0.6717715499999999,,,
2020-03-01,0.3952329499999999,,,
2020-03-02,0.141328,,,
2020-03-03,0.10950000000000001,,,
2020-03-04,0.16179720000000003,,,
2020-03-05,0.1934573,,,
2020-03-06,0.28410870000000005,,,
2020-03-07,0.3806074,,,
2020-03-08,0.5378384500000001,,,
2020-03-09,0.10950000000000001,,,
2020-03-10,0.10950000000000001,,,
2020-03-11,0.15657770000000004,,,
2020-03-12,0.019793949999999998,,,
2020-03-13,-1.39229615,,,
2020-03-14,-0.4806758,,,
2020-03-15,-0.5507521500000001,,,
2020-03-16,-0.56762245,,,
2020-03-17,-0.1390066,,,
2020-03-18,-0.30516920000000003,,,
2020-03-19,-0.23409274999999996,,,
2020-03-20,-0.024236,,,
2020-03-21,-0.015129250000000006,,,
2020-03-22,0.0269443,,,
2020-03-23,-0.08428215,,,
2020-03-24,0.10950000000000001,,,
2020-03-25,0.10866415000000001,0.10950000000000001,,
2020-03-26,0.03642335000000001,0.10950000000000001,,
2020-03-27,0.04821285,0.10950000000000001,,
2020-03-28,-0.2741734,0.10950000000000001,,
2020-03-29,-0.28475475,0.10950000000000001,,
2020-03-30,-0.38364785,0.10950000000000001,,
2020-03-31,-0.1345244,0.10950000000000001,,
2020-04-01,-0.33908499999999997,-0.016552749999999988,,
2020-04-02,-0.024210450000000005,-0.7469761500000001,,
2020-04-03,0.0698099,-2.8085801000000004,,
2020-04-04,0.014851849999999998,-0.31357880000000005,,
2020-04-05,0.0130013,0.10950000000000001,,
2020-04-06,-0.019903449999999996,0.10950000000000001,,
2020-04-07,-0.05353455,-0.012431900000000003,,
2020-04-08,0.0507861,0.0912135,,
2020-04-09,-0.03233535,0.08227464999999999,,
2020-04-10,0.054739050000000004,0.06469625,,
2020-04-11,0.10950000000000001,0.10950000000000001,,
2020-04-12,0.10385345000000001,0.10950000000000001,,
2020-04-13,-0.05547634999999999,-0.08883005000000001,,
2020-04-14,-0.0577357,-0.30319454999999995,,
2020-04-15,-0.05295420000000001,-0.51285055,,
2020-04-16,-0.17028709999999997,-0.7104579,,
2020-04-17,0.009124999999999998,-0.4330579,,
2020-04-18,-0.14570435,-0.12624254999999998,,
2020-04-19,-0.0605681,-0.32468575,,
2020-04-20,-0.0326529,-0.0057231999999999995,,
2020-04-21,-0.024524349999999993,0.04702295,,
2020-04-22,-0.16537785,0.06994130000000001,,
2020-04-23,-0.10158314999999998,-0.32635745,,
2020-04-24,0.10950000000000001,0.0037667999999999985,,
2020-04-25,0.10950000000000001,0.10950000000000001,,
2020-04-26,0.10034945,0.10950000000000001,,
2020-04-27,0.10950000000000001,0.10950000000000001,,
2020-04-28,0.10950000000000001,0.10950000000000001,,
2020-04-29,0.10950000000000001,0.10950000000000001,,
2020-04-30,0.44064625,0.10950000000000001,,
2020-05-01,0.19157025,0.10950000000000001,,
2020-05-02,0.11002560000000002,0.10950000000000001,,
2020-05-03,0.1641478,0.10950000000000001,,
2020-05-04,0.11652625,0.10950000000000001,,
2020-05-05,0.10950000000000001,0.10950000000000001,,
2020-05-06,0.20433065,0.10950000000000001,,
2020-05-07,0.10950000000000001,0.10950000000000001,,
2020-05-08,0.3770450000000001,0.10950000000000001,,
2020-05-09,0.6419291500000001,0.10950000000000001,,
2020-05-10,0.22748990000000002,0.10950000000000001,,
2020-05-11,0.10950000000000001,0.10950000000000001,,
2020-05-12,0.10950000000000001,0.10950000000000001,,
2020-05-13,0.10950000000000001,0.10950000000000001,,
2020-05-14,0.10950000000000001,0.10950000000000001,,
2020-05-15,0.08906,0.10950000000000001,,
2020-05-16,0.10950000000000001,0.10950000000000001,,
2020-05-17,0.0475011,0.10950000000000001,,
2020-05-18,0.04876399999999999,0.10950000000000001,,
2020-05-19,0.1018058,0.10950000000000001,,
2020-05-20,0.10950000000000001,0.10950000000000001,,
2020-05-21,0.0284043,0.10950000000000001,,
2020-05-22,-0.0024783499999999977,0.10950000000000001,,
2020-05-23,0.014052499999999999,0.10950000000000001,,
2020-05-24,0.08993965000000001,0.10950000000000001,,
2020-05-25,-0.006307199999999999,0.10950000000000001,,
2020-05-26,0.0531586,0.10950000000000001,,
2020-05-27,-0.007011649999999995,0.10950000000000001,,
2020-05-28,-0.07086474999999999,0.10256865,,
2020-05-29,0.01420215,0.1070034,,
2020-05-30,0.10950000000000001,0.10950000000000001,,
2020-05-31,0.10950000000000001,0.10950000000000001,,
2020-06-01,0.029298550000000003,0.08416535,,
2020-06-02,0.44818349999999996,0.10950000000000001,,
2020-06-03,0.10455790000000001,0.10950000000000001,,
2020-06-04,0.10950000000000001,0.10950000000000001,,
2020-06-05,0.10950000000000001,0.10950000000000001,,
2020-06-06,0.10950000000000001,0.10950000000000001,,
2020-06-07,0.10950000000000001,0.10950000000000001,,
2020-06-08,0.10950000000000001,0.10950000000000001,,
2020-06-09,0.10950000000000001,0.10950000000000001,,
2020-06-10,0.10950000000000001,0.10950000000000001,,
2020-06-11,0.10950000000000001,0.10950000000000001,,
2020-06-12,0.058027699999999995,0.10950000000000001,,
2020-06-13,0.055753750000000005,0.10950000000000001,,
2020-06-14,0.09892229999999999,0.10950000000000001,,
2020-06-15,-0.04512129999999999,0.10950000000000001,,
2020-06-16,0.017465249999999998,0.1080327,,
2020-06-17,0.025382099999999994,0.10950000000000001,,
2020-06-18,-0.050990499999999994,0.10950000000000001,,
2020-06-19,0.04300795,0.10950000000000001,,
2020-06-20,0.07732890000000002,0.10950000000000001,,
2020-06-21,0.020633449999999998,0.10950000000000001,,
2020-06-22,0.09776159999999999,0.10950000000000001,,
2020-06-23,0.11758475000000002,0.10950000000000001,,
2020-06-24,0.1141939,0.10950000000000001,,
2020-06-25,0.10950000000000001,0.10950000000000001,,
2020-06-26,0.10731365000000002,0.10950000000000001,,
2020-06-27,0.10950000000000001,0.10950000000000001,,
2020-06-28,0.09076455,0.10950000000000001,,
2020-06-29,0.10950000000000001,0.10950000000000001,,
2020-06-30,0.10950000000000001,0.10950000000000001,,
2020-07-01,0.10950000000000001,0.10950000000000001,,
2020-07-02,0.10950000000000001,0.10950000000000001,,
2020-07-03,0.10950000000000001,0.10950000000000001,,
2020-07-04,0.10950000000000001,0.10950000000000001,,
2020-07-05,0.10950000000000001,0.10950000000000001,,
2020-07-06,0.10950000000000001,0.10950000000000001,,
2020-07-07,0.10950000000000001,0.10950000000000001,,
2020-07-08,0.10950000000000001,0.10950000000000001,,
2020-07-09,0.10950000000000001,0.10950000000000001,,
2020-07-10,0.10950000000000001,0.10950000000000001,,
2020-07-11,0.10950000000000001,0.08075260000000001,,
2020-07-12,0.10950000000000001,0.10950000000000001,,
2020-07-13,0.10950000000000001,0.10950000000000001,,
2020-07-14,0.10950000000000001,0.10950000000000001,,
2020-07-15,0.10950000000000001,0.10950000000000001,,
2020-07-16,0.10950000000000001,0.10811665000000001,,
2020-07-17,0.10950000000000001,0.10950000000000001,,
2020-07-18,0.10950000000000001,0.09323195000000001,,
2020-07-19,0.10950000000000001,0.10950000000000001,,
2020-07-20,0.10950000000000001,0.10950000000000001,,
2020-07-21,0.10950000000000001,0.10107215,,
2020-07-22,0.10950000000000001,-0.10660189999999997,,
2020-07-23,0.10950000000000001,0.10182405,,
2020-07-24,0.10950000000000001,0.02976575,,
2020-07-25,0.10950000000000001,0.10950000000000001,,
2020-07-26,0.31184504999999996,-0.0782998,,
2020-07-27,0.67896935,0.10950000000000001,,
2020-07-28,1.3107588,0.10950000000000001,,
2020-07-29,0.7799502500000001,0.10950000000000001,,
2020-07-30,0.7419063,0.10950000000000001,,
2020-07-31,0.5829707,0.10950000000000001,,
2020-08-01,0.39307214999999995,0.10950000000000001,,
2020-08-02,0.59403385,0.10950000000000001,,
2020-08-03,0.4216115,0.10950000000000001,,
2020-08-04,0.36637605,0.10950000000000001,,
2020-08-05,0.19182575000000002,0.10950000000000001,,
2020-08-06,0.4148663,0.10950000000000001,,
2020-08-07,0.28047330000000004,0.10950000000000001,,
2020-08-08,0.10950000000000001,0.10950000000000001,,
2020-08-09,0.166586,0.10950000000000001,,
2020-08-10,0.6282234,0.1722508,,
2020-08-11,0.3501226,0.10950000000000001,,
2020-08-12,0.10950000000000001,0.22370849999999998,,
2020-08-13,0.10950000000000001,0.10950000000000001,,
2020-08-14,0.32510184999999997,0.25784695,,
2020-08-15,0.2502221,0.6459843000000001,,
2020-08-16,0.35018465,0.60083745,,
2020-08-17,0.5544642,0.7628865,,
2020-08-18,1.08867455,1.8433631499999996,,
2020-08-19,0.5703782000000002,1.5254883000000001,,
2020-08-20,0.19731900000000002,0.32631,,
2020-08-21,0.10950000000000001,0.1613519,,
2020-08-22,0.10950000000000001,0.13533835,,
2020-08-23,0.10950000000000001,0.10950000000000001,,
2020-08-24,0.10950000000000001,0.10950000000000001,,
2020-08-25,0.22841699999999998,0.11010955,,
2020-08-26,0.1691921,0.4374816999999999,,
2020-08-27,0.10950000000000001,0.10950000000000001,,
2020-08-28,0.10950000000000001,0.11116804999999999,,
2020-08-29,0.10950000000000001,0.10950000000000001,,
2020-08-30,0.10950000000000001,0.10950000000000001,,
2020-08-31,0.12943264999999998,0.10950000000000001,,
2020-09-01,0.29134665,0.1521977,,
2020-09-02,0.41247555,0.6958652,,
2020-09-03,0.22969815,0.5848942500000001,,
2020-09-04,0.10950000000000001,0.2575805,,
2020-09-05,0.10950000000000001,0.10950000000000001,,
2020-09-06,0.10950000000000001,0.10950000000000001,,
2020-09-07,0.10950000000000001,0.10950000000000001,,
2020-09-08,0.10950000000000001,0.10950000000000001,,
2020-09-09,0.10950000000000001,0.10950000000000001,,
2020-09-10,0.10950000000000001,0.10950000000000001,,
2020-09-11,0.10950000000000001,0.10950000000000001,,
2020-09-12,0.10950000000000001,0.10950000000000001,,
2020-09-13,0.10950000000000001,0.10950000000000001,,
2020-09-14,0.0761682,0.09869235000000001,,
2020-09-15,-0.11031029999999997,-0.038138849999999995,,
2020-09-16,-0.057914549999999995,-0.022129950000000002,,
2020-09-17,0.009095800000000001,0.0471288,,
2020-09-18,0.07289414999999999,0.027886,,
2020-09-19,-0.10321835,-0.041920250000000006,,
2020-09-20,-0.08869135,-0.04539505,,
2020-09-21,-0.03495605,-0.09530514999999999,,
2020-09-22,0.10950000000000001,0.10950000000000001,,
2020-09-23,-0.01382985,0.10950000000000001,,
2020-09-24,0.0437635,0.0931772,,
2020-09-25,-0.03897105000000001,-0.10394105000000001,,
2020-09-26,0.10950000000000001,0.10950000000000001,,
2020-09-27,0.10950000000000001,0.10950000000000001,,
2020-09-28,0.10950000000000001,0.10950000000000001,,
2020-09-29,0.10950000000000001,0.10950000000000001,,
2020-09-30,0.10950000000000001,0.10950000000000001,,
2020-10-01,0.1000538,-0.0091542,,
2020-10-02,0.029510250000000002,-0.35581660000000004,,
2020-10-03,0.10858385000000001,0.13157155,,
2020-10-04,0.007807349999999999,0.10950000000000001,,
2020-10-05,-0.0709414,0.03116005,,
2020-10-06,-0.005482300000000001,-0.8384524500000001,,
2020-10-07,0.0044019,-0.07903344999999999,,
2020-10-08,0.05400905,0.0882862,,
2020-10-09,0.09536719999999999,-0.27128624999999995,,
2020-10-10,0.10950000000000001,-0.1622133,,
2020-10-11,0.10950000000000001,0.10950000000000001,,
2020-10-12,0.10950000000000001,0.10950000000000001,,
2020-10-13,0.10950000000000001,0.22868710000000003,,
2020-10-14,0.10950000000000001,0.2318772,,
2020-10-15,0.10950000000000001,0.10950000000000001,,
2020-10-16,0.10950000000000001,0.10950000000000001,,
2020-10-17,0.10950000000000001,0.13119195,,
2020-10-18,0.10950000000000001,0.10950000000000001,,
2020-10-19,0.10950000000000001,-0.04544614999999999,,
2020-10-20,0.08665830000000001,-0.2687568,,
2020-10-21,0.0721897,-0.3458886,,
2020-10-22,0.10950000000000001,0.6095609500000001,,
2020-10-23,0.10950000000000001,1.17179235,,
2020-10-24,0.10950000000000001,1.05494855,,
2020-10-25,0.10950000000000001,0.28305749999999996,,
2020-10-26,0.10950000000000001,0.18013115,,
2020-10-27,0.09271365,0.17642640000000004,,
2020-10-28,0.08659625,0.14710230000000002,,
2020-10-29,-0.13595154999999998,0.10950000000000001,,
2020-10-30,-0.1082225,0.10950000000000001,,
2020-10-31,-0.11809575000000001,0.10950000000000001,,
2020-11-01,-0.05666625000000001,0.10950000000000001,,
2020-11-02,0.04862895,0.10950000000000001,,
2020-11-03,-0.09530879999999999,0.21149195,,
2020-11-04,-0.12503075,0.10950000000000001,,
2020-11-05,0.10950000000000001,0.10950000000000001,,
2020-11-06,0.24675825,0.79761625,,
2020-11-07,0.36044479999999995,1.3263662,,
2020-11-08,0.10950000000000001,0.47437225,,
2020-11-09,0.10950000000000001,0.1446787,,
2020-11-10,0.10950000000000001,0.17790465,,
2020-11-11,0.10950000000000001,0.44507005,,
2020-11-12,0.10950000000000001,0.6186603999999999,,
2020-11-13,0.10950000000000001,0.15496805,,
2020-11-14,0.08861105,0.4501107,,
2020-11-15,0.10950000000000001,0.10950000000000001,,
2020-11-16,0.10950000000000001,0.18513530000000003,,
2020-11-17,0.10950000000000001,0.22785489999999997,,
2020-11-18,0.3657154,1.18307085,,
2020-11-19,0.3183603,2.6801037500000002,,
2020-11-20,0.4194361,1.910921,,
2020-11-21,0.2899487,2.0186981999999998,,
2020-11-22,0.85368025,2.6958097,,
2020-11-23,1.04298385,2.54463765,,
2020-11-24,0.70205195,2.18517835,,
2020-11-25,0.7212619,0.24058244999999998,,
2020-11-26,0.28229100000000007,0.37090205,,
2020-11-27,0.11232144999999999,0.1550739,,
2020-11-28,0.10950000000000001,0.10950000000000001,,
2020-11-29,0.10950000000000001,0.10950000000000001,,
2020-11-30,0.18060565000000003,0.024535300000000003,,
2020-12-01,0.36778130000000003,0.39236039999999994,,
2020-12-02,0.10950000000000001,0.20385615,,
2020-12-03,0.16591074999999997,0.10950000000000001,,
2020-12-04,0.11936595,0.11285800000000001,,
2020-12-05,0.10950000000000001,0.10950000000000001,,
2020-12-06,0.10950000000000001,0.10950000000000001,,
2020-12-07,0.10950000000000001,0.10950000000000001,,
2020-12-08,0.10950000000000001,0.10950000000000001,,
2020-12-09,0.10950000000000001,-0.043362,,
2020-12-10,0.10950000000000001,-0.017465250000000005,,
2020-12-11,0.10950000000000001,0.10950000000000001,,
2020-12-12,0.044453349999999996,-0.27976884999999996,,
2020-12-13,0.10950000000000001,-0.24349515000000005,,
2020-12-14,0.10950000000000001,0.10950000000000001,,
2020-12-15,0.10950000000000001,0.1375247,,
2020-12-16,0.24109710000000004,0.09900625,,
2020-12-17,0.31380145000000004,0.42284520000000003,,
2020-12-18,0.4639588,0.7902761,,
2020-12-19,0.43280240000000003,0.3214701000000001,,
2020-12-20,0.5643265,0.8753503,,
2020-12-21,0.34961525000000004,0.35388939999999997,,
2020-12-22,0.14583939999999998,0.10950000000000001,,
2020-12-23,0.11506259999999999,0.10950000000000001,,
2020-12-24,0.1723384,0.10950000000000001,,
2020-12-25,0.23153045,0.10950000000000001,,
2020-12-26,0.13492225,0.22020449999999997,,
2020-12-27,0.42548779999999997,0.98164195,,
2020-12-28,0.5506901,1.4223648499999997,,
2020-12-29,0.4618600500000001,0.8762555000000001,,
2020-12-30,0.68873675,0.44405170000000005,,
2020-12-31,0.5488906499999999,1.0599162,,
2021-01-01,0.3049429,0.19976085000000002,0.087076225,
2021-01-02,0.5315203,0.34638135,0.7217683374999999,
2021-01-03,1.4373992,1.61311385,0.50785735,
2021-01-04,1.6671192500000003,1.9651782500000001,0.8522937062499999,
2021-01-05,0.7241892000000001,0.58505485,0.4183798812499999,
2021-01-06,1.7755570999999999,0.7398112,0.59282159375,
2021-01-07,1.25158865,2.87650295,0.5084915375,
2021-01-08,1.5967034500000001,2.43636405,0.6358747125,
2021-01-09,1.0103711,1.5745406500000003,0.44003350624999993,
2021-01-10,1.1651676,2.0501319999999996,1.23895965,
2021-01-11,0.8084129500000001,0.9782547500000001,1.5564361937499998,
2021-01-12,0.5085398999999999,0.21156129999999998,0.74942666875,
2021-01-13,0.3937912,0.1759446,0.35194440624999546,
2021-01-14,0.80103265,0.6772648,0.7175799625,
2021-01-15,0.8697804,0.91043045,0.71777386875,
2021-01-16,0.40540185,0.41251935,0.5288265999999909,
2021-01-17,0.26785525,0.23246485,0.26218451874999543,
2021-01-18,0.7600979,0.10950000000000001,0.6353586937499955,
2021-01-19,1.31482855,1.1154984000000001,0.5249142562499909,
2021-01-20,0.44758855000000003,2.1009838,-0.004746825,
2021-01-21,0.42713759999999995,0.13368855000000002,0.18734674375,
2021-01-22,0.10950000000000001,0.15438770000000002,-0.0012638124999999997,
2021-01-23,0.1174643,0.10950000000000001,0.026358018750000003,
2021-01-24,0.24000939999999998,0.10950000000000001,0.08831631249999544,
2021-01-25,0.38203455,0.14015270000000002,0.36084219375,
2021-01-26,0.12229689999999999,0.16207095,0.005998609090909091,
2021-01-27,0.10950000000000001,0.10950000000000001,-0.05614921956522215,
2021-01-28,0.1542563,0.13927670000000003,-0.01209564375,
2021-01-29,0.8818108000000001,0.24020650000000002,0.34051643478260873,
2021-01-30,0.45565140000000004,1.31276995,0.03101176875,
2021-01-31,0.53032675,0.30560355000000006,0.002804568750000001,
2021-02-01,0.43194465000000004,0.36268589999999995,0.2083830625,
2021-02-02,0.7418478999999999,0.3770450000000001,0.45260821249999994,
2021-02-03,0.8518698499999999,1.2919394,0.4122930499999909,
2021-02-04,0.60329025,0.6863569499999999,0.3566734375,
2021-02-05,0.84178855,0.59123795,0.390413125,
2021-02-06,0.755477,0.34948385000000004,0.7233159375,
2021-02-07,1.19308645,1.26405705,0.31236335,
2021-02-08,1.3364365500000002,1.1901555000000001,0.7582345749999955,
2021-02-09,1.74782805,2.5371004,0.50322960625,
2021-02-10,1.5040190000000002,2.6888674000000004,0.35205299375,
2021-02-11,1.2188153000000002,2.37784725,0.40205844999999996,
2021-02-12,1.3137627499999998,1.8589340500000002,0.7202695562499999,
2021-02-13,1.3050721000000003,1.9250063499999999,0.5339170227272727,
2021-02-14,1.3896353,1.323855,0.8235403749999954,
2021-02-15,0.8271265000000001,2.5136309,0.27524239375,
2021-02-16,1.3321186,1.0814146999999998,0.6785683062500001,
2021-02-17,1.2578411,2.0203772,1.3420872062499956,
2021-02-18,1.5052380999999997,1.8542438000000003,0.88193170625,
2021-02-19,1.1116878,1.94506675,0.6585749750000001,
2021-02-20,1.4429106999999999,1.1344930000000002,0.2827071,
2021-02-21,1.18697635,1.7260412,0.55441355625,
2021-02-22,1.0464367500000002,1.5948565500000003,0.43187849375,
2021-02-23,0.24764519999999998,0.9307281000000001,0.39537641086956044,
2021-02-24,0.36164199999999996,0.11935864999999998,0.008802887500000002,
2021-02-25,0.25552189999999997,0.27435955,0.033787593750000004,
2021-02-26,0.10950000000000001,0.43059050000000004,0.38623296249999994,
2021-02-27,0.30941779999999997,0.22780014999999998,0.20262609999999548,
2021-02-28,0.2106269,0.1542271,0.2670559,
2021-03-01,0.13476164999999998,0.20511540000000003,0.20747421249999548,
2021-03-02,0.10950000000000001,0.11430705,0.1037269695652174,
2021-03-03,0.2375347,0.10950000000000001,0.18909737499999546,
2021-03-04,0.10950000000000001,0.31639660000000003,0.038165768749999995,
2021-03-05,0.10950000000000001,0.37197880000000005,0.03451029374999544,
2021-03-06,0.10950000000000001,0.10950000000000001,0.14835345652173915,
2021-03-07,0.1372619,0.28372909999999996,0.27533911874999545,
2021-03-08,0.16336305,0.5112591500000001,0.2991055071428571,
2021-03-09,0.62573045,0.43941985000000006,0.31531391874999537,
2021-03-10,0.47393425,1.173256,0.1946955625,
2021-03-11,1.02446375,1.02986575,0.48025011875,
2021-03-12,0.8042701999999999,1.3791087000000002,0.4486511562499954,
2021-03-13,0.60412975,0.53524695,1.3193066437499998,
2021-03-14,1.0274385,1.6745834999999998,0.7347075875000001,
2021-03-15,0.7409353999999999,2.26953715,0.21377732608695177,
2021-03-16,0.3617442,0.8102963500000001,0.17532729374999542,
2021-03-17,0.28899240000000004,0.2535582,0.05084989565217391,
2021-03-18,0.33605915000000003,0.1399264,0.3488427195652127,
2021-03-19,0.28525845,0.43200304999999994,0.06461458125,
2021-03-20,0.5207382,0.21341550000000004,0.3673139413043478,
2021-03-21,0.30565465,1.05476605,0.10593577500000001,
2021-03-22,0.5345717000000001,0.4749234,0.2839578886363637,
2021-03-23,0.3397201,0.83518205,0.13412204117647059,
2021-03-24,0.35201695,0.2614057,0.4880661375,
2021-03-25,0.1161722,0.15176699999999999,0.0625630630434735,
2021-03-26,0.1314,0.10950000000000001,0.10289316818181819,
2021-03-27,0.10950000000000001,0.10559815,0.011642196428571429,
2021-03-28,0.10950000000000001,0.10950000000000001,0.16439964999999998,
2021-03-29,0.13932415,0.11834030000000001,0.6870618562499999,
2021-03-30,0.52116525,0.84620505,0.89650341875,
2021-03-31,0.7667080499999999,1.3684433999999999,0.790376475,
2021-04-01,0.9360643999999999,1.35283965,0.7681739812499999,
2021-04-02,1.01925885,1.0295044,0.7632962124999954,
2021-04-03,0.9943439500000001,2.0548186,0.5869907187499954,
2021-04-04,0.4639369,1.36853465,0.2386835375,
2021-04-05,0.4383285,0.51796785,0.65566911875,
2021-04-06,0.8712586500000001,0.7082971,0.7067266875,
2021-04-07,0.6023157,1.5014603500000003,0.25159313125000005,
2021-04-08,0.33562480000000006,0.4711565999999999,0.09559121875000001,
